value,v1,v2,split,,
3209,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,train,,
3210,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",train,,
3211,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",train,,
3212,ham,We got a divorce. Lol. She.s here,train,,
3213,ham,What's ur pin?,train,,
3214,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",train,,
3215,ham,I want snow. It's just freezing and windy.,train,,
3216,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a $2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,train,,
3217,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,train,,
3218,ham,Don know:)this week i'm going to tirunelvai da.,train,,
3219,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,train,,
3220,ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,train,,
3221,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",train,,
3222,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",train,,
3223,ham,Well that must be a pain to catch,train,,
3224,ham,Sorry da thangam.it's my mistake.,train,,
3225,ham,I need... Coz i never go before ,train,,
3226,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",train,,
3227,ham,Wife.how she knew the time of murder exactly,train,,
3228,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",train,,
3229,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,train,,
3230,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",train,,
3231,ham,No plm i will come da. On the way.,train,,
3232,ham,Guess he wants alone time. We could just show up and watch when they do..,train,,
3233,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),train,,
3234,ham,Yup Ì_ not comin :-(,train,,
3235,ham,"Yes, princess. Toledo.",train,,
3236,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",train,,
3237,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,train,,
3238,ham,Good. No swimsuit allowed :),train,,
3239,ham,Am okay. Will soon be over. All the best,train,,
3240,ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,train,,
3241,ham,Ok i've sent u da latest version of da project.,train,,
3242,ham,Good Morning my Dear........... Have a great &amp; successful day.,train,,
3243,ham,Pls accept me for one day. Or am begging you change the number.,train,,
3244,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,train,,
3245,ham,"Its ok, if anybody asks abt me, u tel them..:-P",train,,
3246,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",train,,
3247,ham,* You gonna ring this weekend or wot?,train,,
3248,ham,Also track down any lighters you can find,train,,
3249,ham,"Sorry, I can't help you on this.",train,,
3250,ham,"Babe, I need your advice",train,,
3251,ham,"I‰Û÷ll leave around four, ok?",train,,
3252,ham,Come to medical college at 7pm ......forward it da,train,,
3253,ham,K:)k..its good:)when are you going?,train,,
3254,ham,I can make lasagna for you... vodka...,train,,
3255,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,train,,
3256,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,train,,
3257,ham,"No, but you told me you were going, before you got drunk!",train,,
3258,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,train,,
3259,spam,"Congratulations! Thanks to a good friend U have WON the $2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",train,,
3260,ham,I'm always looking for an excuse to be in the city.,train,,
3261,ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,train,,
3262,ham,O shore are you takin the bus,train,,
3263,ham,So u gonna get deus ex?,train,,
3264,ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,train,,
3265,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",train,,
3266,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,train,,
3267,ham,Ok then i come n pick u at engin?,train,,
3268,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,train,,
3269,ham,Raviyog Peripherals bhayandar east,train,,
3270,ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,train,,
3271,spam,You have 1 new voicemail. Please call 08719181513.,train,,
3272,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",train,,
3273,ham,Just finished eating. Got u a plate. NOT leftovers this time.,train,,
3274,ham,Thanx a lot...,train,,
3275,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,train,,
3276,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,train,,
3277,ham,Its a great day. Do have yourself a beautiful one.,train,,
3278,ham,What happened in interview?,train,,
3279,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",train,,
3280,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,train,,
3281,ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,train,,
3282,ham,Hey you around? I've got enough for a half + the ten I owe you,train,,
3283,ham,Hey tmr maybe can meet you at yck,train,,
3284,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,train,,
3285,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,train,,
3286,ham,Not to worry. I'm sure you'll get it.,train,,
3287,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",train,,
3288,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",train,,
3289,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,train,,
3290,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,train,,
3291,ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",train,,
3292,ham,Dear good morning how you feeling dear,train,,
3293,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,train,,
3294,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",train,,
3295,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,train,,
3296,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,train,,
3297,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,train,,
3298,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,train,,
3299,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",train,,
3300,ham,Just do what ever is easier for you,train,,
3301,spam,RCT' THNQ Adrian for U text. Rgds Vatian,train,,
3302,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,train,,
3303,ham,"It'll be tough, but I'll do what I have to",train,,
3304,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,train,,
3305,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,train,,
3306,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,train,,
3307,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",train,,
3308,ham,But i'm surprised she still can guess right lor...,train,,
3309,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,train,,
3310,ham,Oh ho. Is this the first time u use these type of words,train,,
3311,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,train,,
3312,ham,I know you are serving. I mean what are you doing now.,train,,
3313,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",train,,
3314,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,train,,
3315,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",train,,
3316,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,train,,
3317,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",train,,
3318,ham,I'm freezing and craving ice. Fml,train,,
3319,ham,Kay... Since we are out already ,train,,
3320,ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,train,,
3321,ham,Yo im right by yo work,train,,
3322,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,train,,
3323,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",train,,
3324,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,train,,
3325,ham,Nope... Juz off from work...,train,,
3326,ham,Huh so fast... Dat means u havent finished painting?,train,,
3327,ham, what number do u live at? Is it 11?,train,,
3328,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",train,,
3329,ham,Sac will score big hundred.he is set batsman:-),train,,
3330,ham,Send me yetty's number pls.,train,,
3331,ham,How much it will cost approx . Per month.,train,,
3332,ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,train,,
3333,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",train,,
3334,ham,"That's fine, have him give me a call if he knows what he wants or has any questions",train,,
3335,ham,"Sorry, got a late start, we're on the way",train,,
3336,ham,Then u go back urself lor...,train,,
3337,ham,I AM AT THE GAS STATION. GO THERE.,train,,
3338,ham,"K, if u bored up just come to my home..",train,,
3339,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,train,,
3340,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",train,,
3341,ham,Still i have not checked it da. . .,train,,
